URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/sid/cvx,4.0.0,active,"2.16.840.1.113883.12.292",CVX,Vaccine Administered Code Set (CVX),"The CDC's National Center of Immunization and Respiratory Diseases (NCIRD - see [https://www.cdc.gov/ncird/](https://www.cdc.gov/ncird/)) developed and maintains the CVX (vaccine administered) code set. It includes both active and inactive vaccines available in the US. CVX codes for inactive vaccines allow transmission of historical immunization records. When a MVX (manufacturer) code is paired with a CVX (vaccine administered) code, the specific trade named vaccine may be indicated. These codes should be used for immunization messages using either HL7 Version 2.3.1 or HL7 Version 2.5.1. CVX is the underlying Master Code System for V2 table 0292 (Vaccines Administered). The machine readable name for CVX in PHIN VADS is PH_VaccinesAdministeredCVX_CDC_NIP. The version of the CVX code set for certification can be found on the archive page:[https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp](https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp)     The Status column indicates if the vaccine is currently available in the United States.    *  Active: A currently available administrable vaccine     *  Inactive: An administrable vaccine formulation that is no longer available for patient administration, but can be found in historical patient records OR A historical record of a vaccine administered where the exact formulation is unknown     *  Pending: A vaccine that is expected to become active in the future     *  Non-US: A vaccine that available outside the US only     *  Never Active: A vaccine that was never available and is not in the pipeline of new vaccines     The Last Updated column indicates the last time this particular vaccine code was updated in this table.    Questions regarding this table should be directed to the IIS Technical Assistance Team via iisinfo@cdc.gov (or use mailing address via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr))     HL7 Implementers should note that 'Status' IS NOT CONCEPT STATUS as all codes are ACTIVE in this code system.    The current code system is available via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx)","ValueSet/vaccine-code,ConceptMap/who-ddcc-map-cvx-icd11-vaccines,ConceptMap/who-ddcc-map-cvx-icd11-brands,ConceptMap/vaccine-covid19-cvx-to-icd11,ValueSet/vaccine-covid19-cvx"
http://hl7.org/fhir/sid/icd-10,2.1.1,retired,"2.16.840.1.113883.6.3",Icd10,ICD-10,"International Classification of Diseases revision 10 (ICD 10)","ConceptMap/who-ddcc-map-icd11-icd10-disease-targeted"
http://hl7.org/fhir/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.472",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","ValueSet/specimen-status"
http://hl7.org/fhir/udi-entry-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.212",UDIEntryType,UDIEntryType,"Codes to identify how UDI data was entered.","ValueSet/udi-entry-type"
http://hl7.org/fhir/uv/ips/CodeSystem/absent-unknown-uv-ips,1.1.0,active,,AbsentAndUnknownDataUvIps,Absent and Unknown Data - IPS,"International Patient Summary (IPS) codes for ""known absent"" and ""not known"" data.","ValueSet/absent-or-unknown-immunizations-uv-ips"
http://id.who.int/icd/release/11/mms,1.0.0,active,,ICD11MMS,International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS),"The International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS) is one of the ICD11 linearizations. Information about the ICD Foundation Component and the ICD11 Linearizations can be found in the complete reference guide here: [https://icd.who.int/icd11refguide/en/index.html](https://icd.who.int/icd11refguide/en/index.html)    ""**The ICD11 Linearizations (Tabular lists)**    A linearization is a subset of the foundation component, that is:    1. fit for a particular purpose: reporting mortality, morbidity, primary care or other uses;     2. composed of entities that are Mutually Exclusive of each other;     3. each entity is given a single parent.    Linearization is similar to the classical print versions of ICD Tabular List (e.g. volume I of ICD-10 or other previous editions). The main linearization of ICD-11 is Mortality and Morbidity Statistics (MMS). Various linearizations could be built at different granularity, use case or other purposes such as for Primary Care, Clinical Care or Research. The linkage from the foundation component to a particular linearization will ensure consistent use of the ICD.""    ICD-11 for Mortality and Morbidity (ICD-11 MMS) can be downloaded in either print or electronic (spreadsheet) format from the  browser in the Info tab located [here](https://icd.who.int/browse11/l-m/en)","ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-sample-origin-icao-to-icd11,ConceptMap/lab-test-type-divoc-to-icd11,ConceptMap/lab-test-sample-origin-divoc-to-icd11"
http://id.who.int/icd11/mms,1.0.0,draft,,DDCC_ICD11_CodeSystem,DDCC Codes for ICD11,"ICD11 codes for DDCC so the FHIR server can perform expansions.","ConceptMap/lab-test-pathogen-divoc-to-icd11,ValueSet/who-ddcc-type-of-test-covid-19,ConceptMap/who-ddcc-map-icd11-icao-vaccines,ConceptMap/who-ddcc-map-icd11-divoc-vaccines,ConceptMap/lab-test-qual-result-snomed-to-icd11,ConceptMap/who-ddcc-map-divoc-icd11-vaccines,ConceptMap/who-ddcc-map-cvx-icd11-brands,ConceptMap/who-ddcc-map-cvx-icd11-vaccines,ConceptMap/who-ddcc-map-icd11-eudcc-vaccines,ConceptMap/who-ddcc-map-icd11-sct-agent-targeted,ConceptMap/vaccine-covid19-cvx-to-icd11,ConceptMap/who-ddcc-map-ichi-sct-type-of-test,ConceptMap/who-ddcc-map-icd11-sct-test-result,ConceptMap/who-ddcc-map-ichi-sct-specimen-origin,ConceptMap/who-ddcc-map-sct-ichi-specimen-origin,ValueSet/who-ddcc-agent-targeted-covid-19,ValueSet/who-ddcc-vaccines-covid-19,ConceptMap/lab-test-qual-result-divoc-to-icd11,ConceptMap/lab-test-type-icao-to-icd11,ConceptMap/who-ddcc-map-icd11-sct-disease-targeted,ValueSet/who-ddcc-brands-covid-19,ConceptMap/who-ddcc-map-icao-icd11-vaccines,ConceptMap/vaccine-covid19-snomed-to-icd11,ValueSet/who-ddcc-test-result-covid-19,ConceptMap/who-ddcc-map-ichi-loinc-type-of-test,ValueSet/who-ddcc-disease-targeted-covid-19,ConceptMap/lab-test-type-covid19-loinc-to-icd11,ConceptMap/vaccine-covid19-euur-to-icd11,ValueSet/who-ddcc-sample-origin-covid-19,ConceptMap/who-ddcc-map-icd11-sct-vaccines,ConceptMap/lab-test-pathogen-snomed-to-icd11,ConceptMap/lab-test-qual-result-icao-to-icd11,ConceptMap/who-ddcc-map-icd11-icd10-disease-targeted,ValueSet/vaccine-covid19-icd11,ConceptMap/who-ddcc-map-eudcc-icd11-vaccines"
http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode,1.1.0,active,"1.3.6.1.4.1.19376.1.2.3",IHE_FormatCode_codesystem,IHE Format Code set for use with Document Sharing,"The [IHE](http://www.ihe.net) FormatCode code system with canonical URI of http://ihe.net/fhir/ihe.formatcode.fhir/CodeSystem/formatcode is defined to be the set of [FormatCode(s) define by IHE] (http://wiki.ihe.net/index.php?title=IHE_Format_Codes), for use with [Document Sharing](https://wiki.ihe.net/index.php/Category:DocShare). This code set additionally includes, as deprecated, format codes defined by [HL7 for some Implementation Guides](http://wiki.hl7.org/index.php?title=CDA_Format_Codes_for_IHE_XDS). The HL7 codes are now managed by HL7. The set of IHE FormatCode codes was listed in HITSP C80 Table 2-153 Format Code Value Set Definition, but since has been updated. The use of the FormatCode specifies the technical format of the document. The FormatCode tends to reference the IHE Content Profile (Implementation Guide) that defines the use-case and constraints. The FormatCode is a further specialization more detailed than the mime-type. The FormatCode provides sufficient metadata information to allow any potential document content consumer to know if it can process and/or display by identifying a document encoding, structure and template. The set of codes is intended to be extensible.","ValueSet/formatcode"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/c80-doc-typecodes,ValueSet/immunization-recommendation-date-criterion,ValueSet/lab-test-type-loinc,ValueSet/lab-test-type-covid19-loinc,ValueSet/document-classcodes,ValueSet/doc-typecodes,ValueSet/results-laboratory-observations-uv-ips,ValueSet/doc-section-codes,ConceptMap/who-ddcc-map-ichi-loinc-type-of-test,ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-type-covid19-loinc-to-icd11,ValueSet/questionnaire-questions,ValueSet/observation-codes,ConceptMap/who-ddcc-map-loinc-sct-type-of-test"
http://smart.who.int/ddcc/CodeSystem/DDCC-Composition-Category-CodeSystem,1.0.0,draft,,DDCC_Composition_Category_CodeSystem,DDCC Composition Category Codes,"Possible categories available for composition.","ValueSet/DDCC-Composition-Category-ValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCC-Device-Property-CodeSystem,1.0.0,draft,,DDCC_Device_Property_CodeSystem,DDCC Device Property Codes,"Possible properties available for devices.","ValueSet/DDCC-Device-Property-ValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCC-Folder-DesignationType,1.0.0,draft,,DDCC_Folder_DesignationType_Codesystem,DDCC Designation Types for Folder,"DDCC Designation Types to use for DDCC Folders.","ValueSet/DDCC-Folder-DesignationType"
http://smart.who.int/ddcc/CodeSystem/DDCC-QR-Format-CodeSystem,1.0.0,draft,,DDCC_QR_Format_CodeSystem,DDCC QR Format Codes,"Possible formats available for QR data.","ValueSet/DDCC-QR-Format-ValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCC-QR-Type-CodeSystem,1.0.0,draft,,DDCC_QR_Type_CodeSystem,DDCC QR Category Usage Codes,"Possible formats available for QR usage.","ValueSet/DDCC-QR-Type-ValueSet"
http://smart.who.int/ddcc/CodeSystem/lab-test-pathogen-divoc,1.0.0,draft,,WHO_DDCC_divoc_lab_test_pathogen,DIVOC lab test pathogen codes used in this IG,"All DIVOC lab test pathogen codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-pathogen-divoc,ConceptMap/lab-test-pathogen-divoc-to-icd11"
http://smart.who.int/ddcc/CodeSystem/lab-test-qual-result-divoc,1.0.0,draft,,WHO_DDCC_divoc_lab_test_result,DIVOC lab test result codes used in this IG,"All DIVOC lab test result codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ConceptMap/lab-test-qual-result-divoc-to-icd11,ValueSet/lab-test-qual-result-divoc"
http://smart.who.int/ddcc/CodeSystem/lab-test-qual-result-icao,1.0.0,draft,,WHO_DDCC_icao_lab_test_result,ICAO lab test result codes used in this IG,"All ICAO lab test result codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-qual-result-icao,ConceptMap/lab-test-qual-result-icao-to-icd11"
http://smart.who.int/ddcc/CodeSystem/lab-test-sample-origin-divoc,1.0.0,draft,,WHO_DDCC_divoc_lab_test_origin,DIVOC lab test origin codes used in this IG,"All DIVOC lab test origin codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-sample-origin-divoc,ConceptMap/lab-test-sample-origin-divoc-to-icd11"
http://smart.who.int/ddcc/CodeSystem/lab-test-sample-origin-icao,1.0.0,draft,,WHO_DDCC_icao_lab_test_origin,ICAO lab test origin codes used in this IG,"All ICAO lab test origin codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-sample-origin-icao,ConceptMap/lab-test-sample-origin-icao-to-icd11"
http://smart.who.int/ddcc/CodeSystem/lab-test-type-divoc,1.0.0,draft,,WHO_DDCC_divoc_lab_test_type,DIVOC lab test type codes used in this IG,"All DIVOC lab test type codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-type-divoc,ConceptMap/lab-test-type-divoc-to-icd11"
http://smart.who.int/ddcc/CodeSystem/lab-test-type-icao,1.0.0,draft,,WHO_DDCC_icao_lab_test_type,ICAO lab test type codes used in this IG,"All ICAO lab test type codes from its internally defined code system used in this IG. Provided so the FHIR server can perform expansions.","ConceptMap/lab-test-type-icao-to-icd11,ValueSet/lab-test-type-icao"
http://smart.who.int/ddcc/DIVOC,1.0.0,draft,,DIVOC_CodeSystem,COVID-19 Vaccine Codes for DIVOC,"COVID-19 Vaccine codes for DIVOC so the FHIR server can perform expansions.","ConceptMap/who-ddcc-map-icd11-divoc-vaccines,ValueSet/DIVOC-ValueSet,ConceptMap/who-ddcc-map-divoc-icd11-vaccines"
http://smart.who.int/ddcc/ICAOV1,1.0.0,draft,,ICAOV1_CodeSystem,DDCC Codes for ICAO Vaccines,"ICAO vaccines codes for DDCC so the FHIR server can perform expansions.","ValueSet/ICAOVaccineListV1,ConceptMap/who-ddcc-map-icao-icd11-vaccines,ConceptMap/who-ddcc-map-icd11-icao-vaccines"
http://snomed.info/sct,1.0.0,draft,,WHO_DDCC_snomed,SNOMED codes used in this IG,"All SNOMED codes from `http://snomed.info/sct` used in this IG. Provided so the FHIR server can perform expansions.","ValueSet/lab-test-pathogen-covid19-snomed,ValueSet/clinical-findings,ValueSet/specimen-container-type,ValueSet/body-site-uv-ips,ValueSet/target-site-uv-ips,ValueSet/procedure-followup,ValueSet/specimen-collection-method,ValueSet/device-action,ConceptMap/lab-test-qual-result-snomed-to-icd11,ValueSet/immunization-recommendation-reason,ValueSet/targetDiseases-uv-ips,ValueSet/body-site,ConceptMap/who-ddcc-map-icd11-sct-agent-targeted,ValueSet/vaccines-uv-ips,ConceptMap/who-ddcc-map-ichi-sct-type-of-test,ConceptMap/who-ddcc-map-icd11-sct-test-result,ConceptMap/who-ddcc-map-ichi-sct-specimen-origin,ConceptMap/who-ddcc-map-sct-ichi-specimen-origin,ValueSet/device-kind,ValueSet/performer-role,ValueSet/c80-facilitycodes,ValueSet/immunization-reason,ConceptMap/who-ddcc-map-icd11-sct-disease-targeted,ValueSet/c80-practice-codes,ValueSet/referencerange-appliesto,ValueSet/procedure-reason,ValueSet/procedure-outcome,ConceptMap/vaccine-covid19-snomed-to-icd11,ValueSet/procedure-category,ValueSet/condition-code,ValueSet/practitioner-role,ValueSet/lab-test-qual-result-snomed,ValueSet/procedure-not-performed-reason,ValueSet/immunization-status-reason,ValueSet/vaccine-covid19-snomed,ConceptMap/who-ddcc-map-loinc-sct-type-of-test,ConceptMap/who-ddcc-map-icd11-sct-vaccines,ValueSet/questionnaire-answers,ConceptMap/lab-test-pathogen-snomed-to-icd11"
http://terminology.hl7.org/CodeSystem/common-tags,0.1.0,draft,"2.16.840.1.113883.4.642.1.1067",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","ValueSet/common-tags"
http://terminology.hl7.org/CodeSystem/contactentity-type,0.5.0,draft,"2.16.840.1.113883.4.642.1.1129",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","ValueSet/contactentity-type"
http://terminology.hl7.org/CodeSystem/data-absent-reason,0.1.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/device-status-reason,0.1.0,draft,"2.16.840.1.113883.4.642.1.1082",FHIRDeviceStatusReason,FHIRDeviceStatusReason,"The availability status reason of the device.","ValueSet/device-status-reason"
http://terminology.hl7.org/CodeSystem/immunization-funding-source,0.1.0,draft,"2.16.840.1.113883.4.642.1.1100",ImmunizationFundingSource,Immunization Funding Source,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the vaccine administered. This value set is provided as a suggestive example.","ValueSet/immunization-funding-source"
http://terminology.hl7.org/CodeSystem/immunization-origin,0.1.0,draft,"2.16.840.1.113883.4.642.1.1101",ImmunizationOriginCodes,Immunization Origin Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the data when the report of the immunization event is not based on information from the person, entity or organization who administered the vaccine. This value set is provided as a suggestive example.","ValueSet/immunization-origin"
http://terminology.hl7.org/CodeSystem/immunization-program-eligibility,0.1.0,draft,"2.16.840.1.113883.4.642.1.1099",ImmunizationProgramEligibility,Immunization Program Eligibility,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the patient's eligibility for a vaccination program. This value set is provided as a suggestive example.","ValueSet/immunization-program-eligibility"
http://terminology.hl7.org/CodeSystem/immunization-recommendation-status,0.1.0,draft,"2.16.840.1.113883.4.642.1.1104",ImmunizationRecommendationStatusCodes,Immunization Recommendation Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the status of the patient towards perceived immunity against a vaccine preventable disease. This value set is provided as a suggestive example.","ValueSet/immunization-recommendation-status"
http://terminology.hl7.org/CodeSystem/immunization-subpotent-reason,0.1.0,draft,"2.16.840.1.113883.4.642.1.1098",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","ValueSet/immunization-subpotent-reason"
http://terminology.hl7.org/CodeSystem/list-empty-reason,0.1.0,draft,"2.16.840.1.113883.4.642.1.1106",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","ValueSet/list-empty-reason"
http://terminology.hl7.org/CodeSystem/list-order,0.1.0,draft,"2.16.840.1.113883.4.642.1.1107",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","ValueSet/list-order"
http://terminology.hl7.org/CodeSystem/observation-category,0.1.0,draft,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/organization-type,0.1.0,draft,"2.16.840.1.113883.4.642.1.1128",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/organization-type"
http://terminology.hl7.org/CodeSystem/practitioner-role,0.1.0,draft,"2.16.840.1.113883.4.642.1.1132",PractitionerRole,Practitioner role,"This example value set defines a set of codes that can be used to indicate the role of a Practitioner.","ValueSet/practitioner-role"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,0.1.0,draft,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/v2-0074,2.5.0,active,"2.16.840.1.113883.18.29",DiagnosticServiceSectionId,diagnosticServiceSectionId,"HL7-defined code system of concepts which specify a section of a diagnostic service where the observation may be performed.  Used in HL7 Version 2.x messaging in the OBR and OM4 segments.","ValueSet/diagnostic-service-sections"
http://terminology.hl7.org/CodeSystem/v2-0203,3.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v2-0371,2.1.0,active,"2.16.840.1.113883.18.229",AdditivePreservative,additivePreservative,"HL7-defined code system of concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in HL7 Version 2.x messaging in the SPM and SAC segments.","ValueSet/v2-0371"
http://terminology.hl7.org/CodeSystem/v2-0373,2.1.0,active,"2.16.840.1.113883.18.231",Treatment,treatment,"Code system of concepts that identify the specimen treatment performed during lab processing.  Used in the Interaction Specimen Container Detail (SAC) segment in HL7 Version 2.x messaging.","ValueSet/specimen-processing-procedure"
http://terminology.hl7.org/CodeSystem/v2-0443,2.3.0,active,"2.16.840.1.113883.18.283",ProviderRole,providerRole,"Code system of concepts specifying the functional involvement with the activity being transmitted (e.g., Case Manager, Evaluator, Transcriber, Nurse Care Practitioner, Midwife, Physician Assistant, etc.).  Used in HL7 Version 2.x messaging in the ROL segment.","ValueSet/immunization-function"
http://terminology.hl7.org/CodeSystem/v2-0493,2.2.0,active,"2.16.840.1.113883.18.317",SpecimenCondition,specimenCondition,"Code system of concepts specifying a mode or state of being that describes the nature of the specimen.  Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/v2-0493"
http://terminology.hl7.org/CodeSystem/v2-0916,2.2.0,active,"2.16.840.1.113883.18.422",RelevantClincialInformation,relevantClincialInformation,"Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.","ValueSet/v2-0916"
