"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"COSEHeader","COSEHeader","COSEHeader","","","",0,*,"","","","null {[]} {[]}
","COSE Headers (DRAFT)","Data elements for COSE Headers https://www.iana.org/assignments/cose/cose.xhtml#header-parameters","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HCert","HCert.3","HCert.3","","","",0,*,"","","","DDCCCoreDataSet {[CanonicalType[http://smart.who.int/ddcc/StructureDefinition/DDCCCoreDataSet.VS]]} {[]}
","Vaccination Core Data Set claim","DDCC Vaccination claim (PROPOSED)","","","","","","","","","",,,,,"",,,,"HCert.3",0,*,"",""
"HCert","HCert.4","HCert.4","","","",0,*,"","","","DDCCCoreDataSet {[CanonicalType[http://smart.who.int/ddcc/StructureDefinition/DDCCCoreDataSet.TR]]} {[]}
","Test Result Core Data Set claim","DDCC Test Result claim (PROPOSED)","","","","","","","","","",,,,,"",,,,"HCert.4",0,*,"",""
"HCert","HCert.5","HCert.5","","","",0,*,"","","","http://smart.who.int/trust/StructureDefinition/SmartHealthLink {[]} {[]}
","SMART Health Link claim","SMART Health Link","","","","","","","","","",,,,,"",,,,"HCert.5",0,*,"",""
"SchemeInformation","SchemeInformation","SchemeInformation","","","",0,*,"","","","null {[]} {[]}
","Scheme Information","Logical Model for Information on the trusted list and its issuing scheme","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"SchemeInformation","SchemeInformation.versionIdentifier","SchemeInformation.versionIdentifier","","","",1,1,"","","","integer {[]} {[]}
","TSL version identifier (clause 5.3.1)","TSL version identifier (clause 5.3.1)","","","","","","","","","",,,,,"",,,,"SchemeInformation.versionIdentifier",1,1,"",""
"SchemeInformation","SchemeInformation.sequenceNumber","SchemeInformation.sequenceNumber","","","",1,1,"","","","integer {[]} {[]}
","TSL sequence number (clause 5.3.2)","TSL sequence number (clause 5.3.2)","","","","","","","","","",,,,,"",,,,"SchemeInformation.sequenceNumber",1,1,"",""
"SchemeInformation","SchemeInformation.type","SchemeInformation.type","","","",1,1,"","","","uri {[]} {[]}
","TSL type (clause 5.3.3)","TSL type (clause 5.3.3)","","","","","","","","","",,,,,"",,,,"SchemeInformation.type",1,1,"",""
"SchemeInformation","SchemeInformation.operatorName","SchemeInformation.operatorName","","","",1,1,"","","","string {[]} {[]}
","Scheme operator name (clause 5.3.4)","Scheme operator name (clause 5.3.4)","","","","","","","","","",,,,,"",,,,"SchemeInformation.operatorName",1,1,"",""
"SchemeInformation","SchemeInformation.operatorAddress","SchemeInformation.operatorAddress","","","",1,*,"","","","BackboneElement {[]} {[]}
","Scheme operator address (clause 5.3.5)","Scheme operator address (clause 5.3.5)","","","","","","","","","",,,,,"",,,,"SchemeInformation.operatorAddress",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SchemeInformation","SchemeInformation.operatorAddress.id","SchemeInformation.operatorAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SchemeInformation","SchemeInformation.operatorAddress.extension","SchemeInformation.operatorAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SchemeInformation","SchemeInformation.operatorAddress.modifierExtension","SchemeInformation.operatorAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SchemeInformation","SchemeInformation.operatorAddress.operatorPostalAddress","SchemeInformation.operatorAddress.operatorPostalAddress","","","",1,*,"","","","Address {[]} {[]}
","Scheme Operator Postal Address","Scheme Operator Postal Address","","","","","","","","","",,,,,"",,,,"SchemeInformation.operatorAddress.operatorPostalAddress",1,*,"",""
"SchemeInformation","SchemeInformation.operatorAddress.operatorElectronicAddress","SchemeInformation.operatorAddress.operatorElectronicAddress","","","",0,*,"","","","ContactPoint {[]} {[]}
","Scheme Operator Electronic Address","Scheme Operator Electronic Address","","","","","","","","","",,,,,"",,,,"SchemeInformation.operatorAddress.operatorElectronicAddress",0,*,"",""
"SchemeInformation","SchemeInformation.name","SchemeInformation.name","","","",1,1,"","","","string {[]} {[]}
","Scheme name (clause 5.3.6)","Scheme name (clause 5.3.6) CC:EN_name_value","","","","","","","","","",,,,,"",,,,"SchemeInformation.name",1,1,"",""
"SchemeInformation","SchemeInformation.informationURI","SchemeInformation.informationURI","","","",1,1,"","","","uri {[]} {[]}
","Scheme information URI (clause 5.3.7)","Scheme information URI (clause 5.3.7)","","","","","","","","","",,,,,"",,,,"SchemeInformation.informationURI",1,1,"",""
"SchemeInformation","SchemeInformation.statusDeterminiationApproach","SchemeInformation.statusDeterminiationApproach","","","",1,1,"","","","uri {[]} {[]}
","Status determination approach (clause 5.3.8)","Status determination approach (clause 5.3.8)","","","","","","","","","",,,,,"",,,,"SchemeInformation.statusDeterminiationApproach",1,1,"",""
"SchemeInformation","SchemeInformation.schemeType","SchemeInformation.schemeType","","","",1,1,"","","","uri {[]} {[]}
","Scheme type/community/rules (clause 5.3.9)","Scheme type/community/rules (clause 5.3.9)","","","","","","","","","",,,,,"",,,,"SchemeInformation.schemeType",1,1,"",""
"SchemeInformation","SchemeInformation.territory","SchemeInformation.territory","","","",1,1,"","","","string {[]} {[]}
","Scheme territory (clause 5.3.10)","Scheme territory (clause 5.3.10)","","","","","","","","","",,,,,"",,,,"SchemeInformation.territory",1,1,"",""
"SchemeInformation","SchemeInformation.policy","SchemeInformation.policy","","","",1,1,"","","","uri {[]} {[]}
","TSL policy/legal notice (clause 5.3.11)","TSL policy/legal notice (clause 5.3.11)","","","","","","","","","",,,,,"",,,,"SchemeInformation.policy",1,1,"",""
"SchemeInformation","SchemeInformation.historicalInformationPeriod","SchemeInformation.historicalInformationPeriod","","","",1,1,"","","","integer {[]} {[]}
","Historical information period (clause 5.3.12)","Historical information period (clause 5.3.12)","","","","","","","","","",,,,,"",,,,"SchemeInformation.historicalInformationPeriod",1,1,"",""
"SchemeInformation","SchemeInformation.otherTSL","SchemeInformation.otherTSL","","","",0,*,"","","","string {[]} {[]}
","Pointers to other TSLs (clause 5.3.13)","Pointers to other TSLs (clause 5.3.13)","","","","","","","","","",,,,,"",,,,"SchemeInformation.otherTSL",0,*,"",""
"SchemeInformation","SchemeInformation.issDateTime","SchemeInformation.issDateTime","","","",1,1,"","","","dateTime {[]} {[]}
","List issue date and time (clause 5.3.14)","List issue date and time (clause 5.3.14)","","","","","","","","","",,,,,"",,,,"SchemeInformation.issDateTime",1,1,"",""
"SchemeInformation","SchemeInformation.nextUpdate","SchemeInformation.nextUpdate","","","",1,1,"","","","dateTime {[]} {[]}
","Next update (clause 5.3.15)","Next update (clause 5.3.15)","","","","","","","","","",,,,,"",,,,"SchemeInformation.nextUpdate",1,1,"",""
"SchemeInformation","SchemeInformation.distributionPoints","SchemeInformation.distributionPoints","","","",0,*,"","","","uri {[]} {[]}
","Distribution points (clause 5.3.16)","Distribution points (clause 5.3.16)","","","","","","","","","",,,,,"",,,,"SchemeInformation.distributionPoints",0,*,"",""
"SchemeInformation","SchemeInformation.extensions","SchemeInformation.extensions","","","",0,*,"","","","string {[]} {[]}
","Scheme extensions (clause 5.3.17)","Scheme extensions (clause 5.3.17)","","","","","","","","","",,,,,"",,,,"SchemeInformation.extensions",0,*,"",""
"SmartHealthLink","SmartHealthLink","SmartHealthLink","","","",0,*,"","","","null {[]} {[]}
","Smart Health Link (DRAFT)","Smart Health Link URI (DRAFT)

Logical Model to represent a SMART Health Link as its URI.  It is generated from the content of the SMART Health Link Payload.


","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"SmartHealthLink","SmartHealthLink.u","SmartHealthLink.u","","","",1,1,"","","","string {[]} {[]}
","URI","URI of the Smart Health Link.  Should look like 'shlink:/eyJ1cmwiOiJodHRwczovL2Vo....'","","","","","","","","","",,,,,"",,,,"SmartHealthLink.u",1,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload","SmartHealthLinkPayload","","","",0,*,"","","","null {[]} {[]}
","Smart Health Link Payload (DRAFT)","Smart Health Link Payload (DRAFT)

This logical model was taken from the SMART Health Link documentation <https://docs.smarthealthit.org/smart-health-links/spec#construct-a-shlink-payload> as if 30 November 2023.

A [[ SMART Health Link]] is generated from this payload according to the algorithm documented here <https://docs.smarthealthit.org/smart-health-links/spec#example-shlink-generation> to create a 

It is generated 

","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.url","SmartHealthLinkPayload.url","","","",1,1,"","","","string {[]} {[]}
","url","Manifest URL for this SHLink","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.url",1,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.key","SmartHealthLinkPayload.key","","","",1,1,"","","","string {[]} {[]}
","Decryption key for processing files returned in the manifest. 43 characters, consisting of 32 random bytes base64urlencoded.","Decryption key for processing files returned in the manifest. 43 characters, consisting of 32 random bytes base64urlencoded.","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.key",1,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.exp","SmartHealthLinkPayload.exp","","","",0,1,"","","","string {[]} {[]}
","Optional. Number representing expiration time in Epoch seconds, as a hint to help the SHL Receiving Application determine if this QR is stale. (Note: epoch times should be parsed into 64-bit numeric types.)","Optional. Number representing expiration time in Epoch seconds, as a hint to help the SHL Receiving Application determine if this QR is stale. (Note: epoch times should be parsed into 64-bit numeric types.)","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.exp",0,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.flag","SmartHealthLinkPayload.flag","","","",0,1,"","","","string {[]} {[]}
","Optional. String created by concatenating single-character flags in alphabetical order
  L Indicates the SHLink is intended for long-term use and manifest content can evolve over time
  P Indicates the SHLink requires a Passcode to resolves
  U Indicates the SHLink's url resolves to a single encrypted file accessible via GET, bypassing the manifest. SHALL NOT be used in combination with P.","Optional. String created by concatenating single-character flags in alphabetical order
  L Indicates the SHLink is intended for long-term use and manifest content can evolve over time
  P Indicates the SHLink requires a Passcode to resolves
  U Indicates the SHLink's url resolves to a single encrypted file accessible via GET, bypassing the manifest. SHALL NOT be used in combination with P.","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.flag",0,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.label","SmartHealthLinkPayload.label","","","",0,1,"","","","string {[]} {[]}
","Optional. String no longer than 80 characters that provides a short description of the data behind the SHLink.","Optional. String no longer than 80 characters that provides a short description of the data behind the SHLink.","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.label",0,1,"",""
"SmartHealthLinkPayload","SmartHealthLinkPayload.v","SmartHealthLinkPayload.v","","","",0,1,"","","","string {[]} {[]}
","Optional. Integer representing the SHLinks protocol version this SHLink conforms to. MAY be omitted when the default value (1) applies.","Optional. Integer representing the SHLinks protocol version this SHLink conforms to. MAY be omitted when the default value (1) applies.","","","","","","","","","",,,,,"",,,,"SmartHealthLinkPayload.v",0,1,"",""
